X,Y,cod_punto,prop_poste,iden_punto,cluster,cod_prov,cod_cant,cod_parr,provincia,canton,parroquia,direccion,longitud,latitud,operadora,estado,tipo_servi,tipo_punto,desc_punto,situacion,OLT,ZONA,ELEMENTO_P,Tipo_de_He,icon_url
-80.7420204852822,-0.950552532208412,"107",cnel,M01-01_T4D4N04,M1C006,"13","1308","130850",manabi,manta,manta,av. circunvalacion entre av. 35 y calle 12,528702.834499999997206,9894934.216000000014901,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7424202268413,-0.9509649153722,"108",cnel,M01-01_T4D4N05,M1C006,"13","1308","130850",manabi,manta,manta,av. circunvalacion entre av. 35 y calle 12,528658.355499999946915,9894888.638000000268221,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7420130050737,-0.951104012549545,"109",cnel,M01-01_T4D4N03,M1C006,"13","1308","130850",manabi,manta,manta,av. 40 entre av. circulacion y calle 20,528703.662200000020675,9894873.259999999776483,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.741555568973,-0.95157987871004,"110",cnel,M01-01_T4D4N02,M1C006,"13","1308","130850",manabi,manta,manta,calle 20 entre av. 39 y av. 42,528754.552999999956228,9894820.657999999821186,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7412081874911,-0.950863477439941,"111",cnel,M01-01_T4D4N01,M1C006,"13","1308","130850",manabi,manta,manta,calle 20 entre av. 39 y av. 42,528793.208899999968708,9894899.839999999850988,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7424262669032,-0.952016543870913,"112",cnel,M01-01_T4D4N13,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,528657.674800000037067,9894772.400000000372529,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7424778131228,-0.951498432886625,"114",cnel,M01-01_T4D4N16,M1C006,"13","1308","130850",manabi,manta,manta,av. circunvalacion entre av. 35 y calle 12,528651.944000000017695,9894829.667999999597669,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7427786961827,-0.951679788446488,"115",cnel,M01-01_T4D4N06,M1C006,"13","1308","130850",manabi,manta,manta,av. circunvalacion entre av. 35 y calle 12,528618.466000000014901,9894809.625000000000000,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.743009227277,-0.9521673772852,"116",cnel,M01-01_T4D4,M1C006,"13","1308","130850",manabi,manta,manta,av. circunvalacion entre av. 35 y calle 12,528592.812900000018999,9894755.732999999076128,conecel,aereo,sai,elemento_pasivo,caja_de_distribucion,n,"1",las acacias,manga distribucion,"0",./1.png
-80.7427138702947,-0.952005193156331,"117",cnel,M01-01_T4D4N15,M1C006,"13","1308","130850",manabi,manta,manta,av. circunvalacion entre av. 35 y calle 12,528625.675900000031106,9894773.657000001519918,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7417723016031,-0.952032046769306,"118",cnel,M01-01_T4D4N14,M1C006,"13","1308","130850",manabi,manta,manta,calle 20 entre av. 39 y av. 42,528730.435399999958463,9894770.680999999865890,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7426752111264,-0.952532614684266,"119",cnel,M01-01_T4D4N07,M1C006,"13","1308","130850",manabi,manta,manta,av. 42 entre av. circulacion y calle 20,528629.972799999988638,9894715.359999999403954,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7429326876703,-0.952587125292435,"120",cnel,M01-01_T4D4N08,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,528601.325300000025891,9894709.336999999359250,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7429641384395,-0.953164583094632,"121",cnel,M01-01_T4D4N09,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,528597.821299999952316,9894645.509999999776483,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7431985987674,-0.953414240009219,"122",cnel,M01-01_T4D4N10,M1C006,"13","1308","130850",manabi,manta,manta,calle o entre av. circunvalacion y calle 19,528571.733000000007451,9894617.916999999433756,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7434458396208,-0.953097118107061,"123",cnel,M01-01_T4D4N11,M1C006,"13","1308","130850",manabi,manta,manta,av. circunvalacion entre av. 35 y calle 12,528544.227399999974295,9894652.971000000834465,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7433825477996,-0.952963314360997,"124",cnel,M01-01_T4,M1C006,"13","1308","130850",manabi,manta,manta,av. circunvalacion entre av. 35 y calle 12,528551.270400000037625,9894667.759999999776483,conecel,aereo,sai,elemento_pasivo,manga_de_empalme,n,"1",las acacias,manga troncal,"0",./2.png
-80.7431854152727,-0.952541175450142,"125",cnel,M01-01_T4D4N12,M1C006,"13","1308","130850",manabi,manta,manta,av. circunvalacion entre av. 35 y calle 12,528573.207000000053085,9894714.417999999597669,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7424622499709,-0.953250629431557,"126",cnel,M01-01_T4D3N09,M1C006,"13","1308","130850",manabi,manta,manta,calle 19 entre calle o y calle s/n,528653.661100000026636,9894635.994999999180436,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7417367971164,-0.952980941162548,"127",cnel,M01-01_T4D3N11,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,528734.377800000016578,9894665.798000000417233,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7421817365209,-0.952748995547446,"128",cnel,M01-01_T4D3N10,M1C006,"13","1308","130850",manabi,manta,manta,calle 19 entre calle o y calle s/n,528684.875400000018999,9894691.438999999314547,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7417367971164,-0.952980941162548,"129",cnel,M01-01_T4D3N12,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,528734.377800000016578,9894665.798000000417233,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7410972172364,-0.953351456922744,"130",cnel,M01-01_T4D3N13,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,528805.534899999969639,9894624.838999999687076,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7410106604832,-0.953528766356401,"131",cnel,M01-01_T4D3,M1C006,"13","1308","130850",manabi,manta,manta,calle 17 entre av. 35 y calle 12,528815.163799999980256,9894605.240000000223517,conecel,aereo,sai,elemento_pasivo,caja_de_distribucion,n,"1",las acacias,manga distribucion,"0",./1.png
-80.7413090356987,-0.953689503321547,"132",cnel,M01-01_T4D3N08,M1C006,"13","1308","130850",manabi,manta,manta,calle 17 entre av. 35 y calle 12,528781.964999999967404,9894587.475999999791384,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7397307064611,-0.953411055668996,"134",cnel,M01-01_T4D2N13,M1C006,"13","1308","130850",manabi,manta,manta,av.40 entre calle 17 y calle 12,528957.573500000056811,9894618.240000000223517,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7403293405405,-0.953097353485964,"135",cnel,M01-01_T4D2N10,M1C006,"13","1308","130850",manabi,manta,manta,calle 17 entre av. 35 y calle 12,528890.971600000048056,9894652.918999997898936,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7399340332634,-0.953554107282226,"136",cnel,M01-01_T4D2N12,M1C006,"13","1308","130850",manabi,manta,manta,calle 16b entre av. 35 y calle 17,528934.949999999953434,9894602.429999999701977,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7403085064657,-0.953783056911089,"137",cnel,M01-01_T4D2N11,M1C006,"13","1308","130850",manabi,manta,manta,calle 16b entre av. 35 y calle 17,528893.283900000038557,9894577.127000000327826,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7409863181635,-0.954183473862801,"138",cnel,M01-01_T4D3N15,M1C006,"13","1308","130850",manabi,manta,manta,calle 16b entre av. 35 y calle 17,528817.866700000013225,9894532.873999999836087,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.741646527729,-0.954577474929344,"139",cnel,M01-01_T4D3N14,M1C006,"13","1308","130850",manabi,manta,manta,calle 16b entre av. 35 y calle 17,528744.408000000054017,9894489.330000000074506,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7407755040426,-0.95514886599792,"140",cnel,M01-01_T4D3N01,M1C006,"13","1308","130850",manabi,manta,manta,calle 12 entre calle 17 y av. 40,528841.314000000013039,9894426.165999999269843,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.741125520144,-0.955082359476286,"141",cnel,M01-01_T4D3N02,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,528802.371500000008382,9894433.519999999552965,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7410707127822,-0.955191428309811,"142",cnel,M01-01_T4D3N03,M1C006,"13","1308","130850",manabi,manta,manta,calle 12 entre calle 17 y av. 40,528808.468499999959022,9894421.464000001549721,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7418157282409,-0.955278889686979,"143",cnel,M01-01_T4D3N04,M1C006,"13","1308","130850",manabi,manta,manta,calle 12 entre calle 17 y av. 40,528725.576800000038929,9894411.802999999374151,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7420046289903,-0.9552383363394,"145",cnel,M01-01_T4D3N05,M1C006,"13","1308","130850",manabi,manta,manta,calle 17 entre av. 35 y calle 12,528704.559899999992922,9894416.287000000476837,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7420105783512,-0.954897167021315,"146",cnel,M01-01_T4D3N06,M1C006,"13","1308","130850",manabi,manta,manta,calle 17 entre av. 35 y calle 12,528703.900799999944866,9894453.996999999508262,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.741902596246,-0.954302830455628,"147",cnel,M01-01_T4D3N07,M1C006,"13","1308","130850",manabi,manta,manta,calle 17 entre av. 35 y calle 12,528715.919899999978952,9894519.688999999314547,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7403891446514,-0.954578130535694,"148",cnel,M01-01_T4D1N12,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,528884.305399999953806,9894489.246999999508262,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7399807859812,-0.954327021733532,"149",cnel,M01-01_T4D1N13,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,528929.741799999959767,9894516.999000001698732,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7395866207283,-0.954701717468215,"150",cnel,M01-01_T4D1N08,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,528973.593800000031479,9894475.580000000074506,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7392216860974,-0.954261480301793,"151",cnel,M01-01_T4D1N15,M1C006,"13","1308","130850",manabi,manta,manta,av.40 entre calle 17 y calle 12,529014.200399999972433,9894524.237000001594424,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7392300911102,-0.953861739713447,"152",cnel,M01-01_T4D1N11,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,529013.268599999952130,9894568.421000000089407,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7389048717875,-0.953654724142806,"153",cnel,M01-01_T4D1N10,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,529049.454499999992549,9894591.300000000745058,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7389159343757,-0.954807256076827,"154",cnel,M01-01_T4D1N09,M1C006,"13","1308","130850",manabi,manta,manta,av.40 entre calle 17 y calle 12,529048.214000000036322,9894463.908999999985099,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7388174716262,-0.954955188263832,"155",cnel,M01-01_T4D1N07,M1C006,"13","1308","130850",manabi,manta,manta,av.40 entre calle 17 y calle 12,529059.167800000053830,9894447.557000000029802,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7379805076269,-0.954452434953741,"156",cnel,M01-01_T4D1N06,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,529152.293300000019372,9894503.120000001043081,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7375666807752,-0.953694004147343,"157",cnel,M01-01_T4D1N04,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,529198.342399999964982,9894586.947000000625849,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7378828010299,-0.953824669862559,"158",cnel,M01-01_T4D1N05,M1C006,"13","1308","130850",manabi,manta,manta,av. 37 entre calle 16b y calle 14,529163.169499999959953,9894572.506999999284744,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7380222039148,-0.953601296294608,"159",cnel,M01-01_T4D1N03,M1C006,"13","1308","130850",manabi,manta,manta,av. 37 entre calle 16b y calle 14,529147.661300000036135,9894597.198000000789762,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7375349854,-0.953284978118212,"160",cnel,M01-01_T4D1N02,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,529201.872300000046380,9894632.156999999657273,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7372891545549,-0.953124434907175,"161",cnel,M01-01_T4D1N01,M1C006,"13","1308","130850",manabi,manta,manta,calle s/n,529229.224999999976717,9894649.900000000372529,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7385625350392,-0.953448159603232,"162",cnel,M01-01_T4D2N03,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,529087.544899999978952,9894614.129000000655651,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7382299795031,-0.953246282235119,"163",cnel,M01-01_T4D2N04,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,529124.547000000020489,9894636.439999999478459,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7377629341601,-0.952955795378658,"164",cnel,M01-01_T4D2N02,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,529176.513299999991432,9894668.543999999761581,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7375281898056,-0.952808081957125,"165",cnel,M01-01_T4D2N01,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,529202.632400000002235,9894684.869000000879169,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7375099889418,-0.95204104143913,"166",cnel,M01-01_T4D2N05,M1C006,"13","1308","130850",manabi,manta,manta,calle 16b entre av. 35 y calle 17,529204.663900000043213,9894769.651000000536442,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7378398897884,-0.952248337900362,"167",cnel,M01-01_T4D2N06,M1C006,"13","1308","130850",manabi,manta,manta,calle 16b entre av. 35 y calle 17,529167.957099999999627,9894746.741000000387430,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7382658426568,-0.952512159502234,"168",cnel,M01-01_T4D2N07,M1C006,"13","1308","130850",manabi,manta,manta,calle 16b entre av. 35 y calle 17,529120.562999999965541,9894717.584000000730157,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7387456173497,-0.952817330853254,"169",cnel,M01-01_T4D2N08,M1C006,"13","1308","130850",manabi,manta,manta,calle 16b entre av. 35 y calle 17,529067.180300000007264,9894683.857000000774860,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7392013794244,-0.952270706988757,"170",cnel,M01-01_T4D2N09,M1C006,"13","1308","130850",manabi,manta,manta,calle 17 entre av. 35 y calle 12,529016.476400000043213,9894744.279999999329448,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.739695920326,-0.953474935263165,"171",cnel,M01-01_T4D2,M1C006,"13","1308","130850",manabi,manta,manta,av.40 entre calle 17 y calle 12,528961.443300000042655,9894611.178999999538064,conecel,aereo,sai,elemento_pasivo,caja_de_distribucion,n,"1",las acacias,manga distribucion,"0",./1.png
-80.7392216860974,-0.954261480301793,"172",cnel,M01-01_T4D1,M1C006,"13","1308","130850",manabi,manta,manta,av.40 entre calle 17 y calle 12,529014.200399999972433,9894524.237000001594424,conecel,aereo,sai,elemento_pasivo,caja_de_distribucion,n,"1",las acacias,manga distribucion,"0",./1.png
-80.7396164413755,-0.954107916178396,"173",cnel,M01-01_T4D1N14,M1C006,"13","1308","130850",manabi,manta,manta,calle 16a entre av. 35 y calle 12,528970.280900000012480,9894541.213999999687076,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",las acacias,nap,"0",./0.png
-80.7517218611456,-0.955914321922893,"182",cnel,M01-01_T1D7N01,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,527623.408500000019558,9894341.649000000208616,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7515338702847,-0.956612109942147,"183",cnel,M01-01_T1D7N02,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,527644.318899999954738,9894264.519999999552965,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7506988361177,-0.956663681367265,"184",cnel,M01-01_T1D7N03,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,527737.224900000030175,9894258.812999999150634,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7503016625334,-0.956685845086404,"185",cnel,M01-01_T1D7N06,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,527781.414499999955297,9894256.359999999403954,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.749914528941,-0.955595701283583,"187",cnel,M01-01_T1D7N05,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,527824.496000000042841,9894376.851999999955297,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7496681600596,-0.954995048557834,"188",cnel,M01-01_T1D7N04,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,527851.912000000011176,9894443.241000000387430,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.749284612602,-0.956736470956465,"193",cnel,M01-01_T1D5N13,M1C002,"13","1308","130850",manabi,manta,manta,calle 1 entre av. 1 y calle s/n,527894.571699999971315,9894250.755999999120831,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7493782408375,-0.956199218839638,"194",cnel,M01-01_T1D5N14,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,527884.158900000038557,9894310.140000000596046,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7490069115969,-0.955992562509809,"195",cnel,M01-01_T1D5,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,527925.474900000030175,9894332.979000000283122,conecel,aereo,sai,elemento_pasivo,caja_de_distribucion,n,"1",universitaria,manga distribucion,"0",./1.png
-80.7486354730924,-0.956411565314129,"197",cnel,M01-01_T1D5N12,M1C002,"13","1308","130850",manabi,manta,manta,calle 1 entre av. 1 y calle s/n,527966.797999999951571,9894286.663000000640750,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7479916952369,-0.955960315823321,"199",cnel,M01-01_T1D5N11,M1C002,"13","1308","130850",manabi,manta,manta,calle 1 entre av. 1 y calle s/n,528038.428799999994226,9894336.535000000149012,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7473666571129,-0.955475258255609,"200",cnel,M01-01_T1D6N07,M1C002,"13","1308","130850",manabi,manta,manta,calle 1 entre av. 1 y calle s/n,528107.974900000030175,9894390.143999997526407,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7487287746787,-0.955806477302398,"201",cnel,M01-01_T1D5N16,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,527956.422099999967031,9894353.544999999925494,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7482788232007,-0.955794058521317,"202",cnel,M01-01_T1D5N15,M1C002,"13","1308","130850",manabi,manta,manta,av. 4 entre calle s/n y calle 12,528006.484100000001490,9894354.914000000804663,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.747211499797,-0.956004987459589,"204",cnel,M01-01_T1D6,M1C002,"13","1308","130850",manabi,manta,manta,calle 1  entre calle s/n y calle 12,528125.233499999972992,9894331.590999998152256,conecel,aereo,sai,elemento_pasivo,caja_de_distribucion,n,"1",universitaria,manga distribucion,"0",./1.png
-80.7468954962072,-0.955804957588157,"206",cnel,M01-01_T1D6N16,M1C002,"13","1308","130850",manabi,manta,manta,calle 2 entre av. 1 y calle s/n,528160.393900000024587,9894353.698000000789762,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7464926669238,-0.955898005270677,"208",cnel,M01-01_T1D6N04,M1C002,"13","1308","130850",manabi,manta,manta,calle 4 entre av. 1 y calle s/n,528205.212199999950826,9894343.410000000149012,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7459395391762,-0.955527209915775,"210",cnel,M01-01_T1D6N03,M1C002,"13","1308","130850",manabi,manta,manta,calle 4 entre av. 1 y calle s/n,528266.756599999964237,9894384.390000000596046,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7455404184748,-0.955655053289907,"211",cnel,M01-01_T1D6N01,M1C002,"13","1308","130850",manabi,manta,manta,calle 6 entre av. 1 y calle s/n,528311.162000000011176,9894370.255999999120831,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7459919882113,-0.955953463551323,"212",cnel,M01-01_T1D6N02,M1C002,"13","1308","130850",manabi,manta,manta,calle 6 entre av. 1 y calle s/n,528260.917600000044331,9894337.276000000536442,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7470518683477,-0.956213965940165,"213",cnel,M01-01_T1D6N15,M1C002,"13","1308","130850",manabi,manta,manta,calle 1  entre calle s/n y calle 12,528142.992500000051223,9894308.491000000387430,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7471702875871,-0.956717189017737,"214",cnel,M01-01_T1D6N11,M1C002,"13","1308","130850",manabi,manta,manta,calle 12 entre ruta del spondylus y calle s/n,528129.812999999965541,9894252.869999999180436,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7477925734456,-0.956529587134456,"215",cnel,M01-01_T1D6N14,M1C002,"13","1308","130850",manabi,manta,manta,ruta del spondylus,528060.578600000008009,9894273.610999999567866,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7468554467849,-0.956519837183897,"216",cnel,M01-01_T1D6N12,M1C002,"13","1308","130850",manabi,manta,manta,calle 1  entre calle s/n y calle 12,528164.844000000040978,9894274.680999999865890,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7481251126066,-0.957291024101252,"217",cnel,M01-01_T1D5N09,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,528023.573899999959394,9894189.450999999418855,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7481125996413,-0.956736601689455,"218",cnel,M01-01_T1D5N10,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,528024.970600000000559,9894250.732000000774860,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.747216033584,-0.957425669575648,"219",cnel,M01-01_T1D6N13,M1C002,"13","1308","130850",manabi,manta,manta,calle 12 entre ruta del spondylus y calle s/n,528124.717500000027940,9894174.561000000685453,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7469411344617,-0.957051384613968,"223",cnel,M01-01_T1D6N10,M1C002,"13","1308","130850",manabi,manta,manta,calle 12 entre ruta del spondylus y calle s/n,528155.305999999982305,9894215.928999999538064,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7463661198127,-0.956855189540326,"227",cnel,M01-01_T1D6N09,M1C002,"13","1308","130850",manabi,manta,manta,calle 12 entre av. u-4 y ruta spondylus,528219.284100000048056,9894237.609999999403954,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
-80.7462003861422,-0.956553724530979,"228",cnel,M01-01_T1D6N08,M1C002,"13","1308","130850",manabi,manta,manta,calle s/n,528237.726200000033714,9894270.929999999701977,conecel,aereo,sai,elemento_pasivo,caja_de_dispersion,n,"1",universitaria,nap,"0",./0.png
